"State.UnionTerritory","Date","Day","Confirmed","Cured","Deaths"
"Jammu and Kashmir","24/03/20",55,4,0,0
"Ladakh","24/03/20",55,13,0,0
"Uttar Pradesh","24/03/20",55,33,11,0
"Uttarakhand","24/03/20",55,4,0,0
"West Bengal","24/03/20",55,9,0,1
"Andhra Pradesh","25/03/20",56,9,1,0
"Bihar","25/03/20",56,4,0,1
"Chhattisgarh","25/03/20",56,1,0,0
"Delhi","25/03/20",56,31,6,1
"Gujarat","25/03/20",56,38,0,1
"Haryana","25/03/20",56,28,11,0
"Himachal Pradesh","25/03/20",56,3,0,1
"Karnataka","25/03/20",56,41,3,1
"Kerala","25/03/20",56,109,4,0
"Madhya Pradesh","25/03/20",56,14,0,0
"Maharashtra","25/03/20",56,128,1,3
"Manipur","25/03/20",56,1,0,0
"Mizoram","25/03/20",56,1,0,0
"Odisha","25/03/20",56,2,0,0
"Puducherry","25/03/20",56,1,0,0
"Punjab","25/03/20",56,29,0,1
"Rajasthan","25/03/20",56,36,3,0
"Tamil Nadu","25/03/20",56,18,1,0
"Telengana","25/03/20",56,35,1,0
"Chandigarh","25/03/20",56,7,0,0
"Jammu and Kashmir","25/03/20",56,7,1,0
"Ladakh","25/03/20",56,13,0,0
"Uttar Pradesh","25/03/20",56,37,11,0
"Uttarakhand","25/03/20",56,4,0,0
"West Bengal","25/03/20",56,9,0,1
"Andaman and Nicobar Islands","26/03/20",57,1,0,0
"Andhra Pradesh","26/03/20",57,11,1,0
"Bihar","26/03/20",57,6,0,1
"Chandigarh","26/03/20",57,7,0,0
"Chhattisgarh","26/03/20",57,6,0,0
"Delhi","26/03/20",57,36,6,1
"Goa","26/03/20",57,3,0,0
"Gujarat","26/03/20",57,43,0,3
"Haryana","26/03/20",57,30,11,0
"Himachal Pradesh","26/03/20",57,3,0,1
"Jammu and Kashmir","26/03/20",57,13,1,0
"Karnataka","26/03/20",57,55,3,2
"Kerala","26/03/20",57,118,6,0
"Ladakh","26/03/20",57,13,0,0
"Madhya Pradesh","26/03/20",57,20,0,1
"Maharashtra","26/03/20",57,124,1,3
"Manipur","26/03/20",57,1,0,0
"Mizoram","26/03/20",57,1,0,0
"Odisha","26/03/20",57,2,0,0
"Puducherry","26/03/20",57,1,0,0
"Punjab","26/03/20",57,33,0,1
"Rajasthan","26/03/20",57,41,3,0
"Tamil Nadu","26/03/20",57,26,1,1
"Telengana","26/03/20",57,44,1,0
"Uttarakhand","26/03/20",57,5,0,0
"Uttar Pradesh","26/03/20",57,41,11,0
"West Bengal","26/03/20",57,10,0,1
"Andaman and Nicobar Islands","27/03/20",58,1,0,0
"Andhra Pradesh","27/03/20",58,12,1,0
"Bihar","27/03/20",58,6,0,1
"Chandigarh","27/03/20",58,7,0,0
"Chhattisgarh","27/03/20",58,6,0,0
"Delhi","27/03/20",58,36,6,1
"Goa","27/03/20",58,3,0,0
"Gujarat","27/03/20",58,43,0,3
"Haryana","27/03/20",58,30,11,0
"Himachal Pradesh","27/03/20",58,3,0,1
"Jammu and Kashmir","27/03/20",58,13,1,1
"Karnataka","27/03/20",58,55,3,2
"Kerala","27/03/20",58,137,11,0
"Ladakh","27/03/20",58,13,3,0
"Madhya Pradesh","27/03/20",58,20,0,1
"Maharashtra","27/03/20",58,130,15,4
"Manipur","27/03/20",58,1,0,0
"Mizoram","27/03/20",58,1,0,0
"Odisha","27/03/20",58,2,0,0
"Puducherry","27/03/20",58,1,0,0
"Punjab","27/03/20",58,33,0,1
"Rajasthan","27/03/20",58,41,3,0
"Tamil Nadu","27/03/20",58,29,1,1
"Telengana","27/03/20",58,45,1,0
"Uttarakhand","27/03/20",58,5,0,0
"Uttar Pradesh","27/03/20",58,41,11,0
"West Bengal","27/03/20",58,10,0,1
"Andhra Pradesh","28/03/20",59,14,1,0
"Andaman and Nicobar Islands","28/03/20",59,6,0,0
"Bihar","28/03/20",59,9,0,1
"Chandigarh","28/03/20",59,8,0,0
"Chhattisgarh","28/03/20",59,6,0,0
"Delhi","28/03/20",59,39,6,1
"Goa","28/03/20",59,3,0,0
"Gujarat","28/03/20",59,45,0,3
"Haryana","28/03/20",59,33,12,0
"Himachal Pradesh","28/03/20",59,3,0,1
"Jammu and Kashmir","28/03/20",59,20,1,1
"Karnataka","28/03/20",59,55,3,2
"Kerala","28/03/20",59,176,11,0
"Ladakh","28/03/20",59,13,3,0
"Madhya Pradesh","28/03/20",59,30,0,2
"Maharashtra","28/03/20",59,180,25,5
"Manipur","28/03/20",59,1,0,0
"Mizoram","28/03/20",59,1,0,0
"Odisha","28/03/20",59,3,0,0
"Puducherry","28/03/20",59,1,0,0
"Punjab","28/03/20",59,38,1,1
"Rajasthan","28/03/20",59,54,3,0
"Tamil Nadu","28/03/20",59,40,2,1
"Telengana","28/03/20",59,56,1,0
"Uttarakhand","28/03/20",59,5,0,0
"Uttar Pradesh","28/03/20",59,55,11,0
"West Bengal","28/03/20",59,15,0,1
"Andhra Pradesh","29/03/20",60,19,1,0
"Andaman and Nicobar Islands","29/03/20",60,9,0,0
"Bihar","29/03/20",60,11,0,1
"Chandigarh","29/03/20",60,8,0,0
"Chhattisgarh","29/03/20",60,7,0,0
"Delhi","29/03/20",60,49,6,2
"Goa","29/03/20",60,5,0,0
"Gujarat","29/03/20",60,58,1,5
"Haryana","29/03/20",60,33,17,0
"Himachal Pradesh","29/03/20",60,3,0,1
"Jammu and Kashmir","29/03/20",60,31,1,2
"Karnataka","29/03/20",60,76,5,3
"Kerala","29/03/20",60,182,15,1
"Ladakh","29/03/20",60,13,3,0
"Madhya Pradesh","29/03/20",60,30,0,2
"Maharashtra","29/03/20",60,186,25,6
"Manipur","29/03/20",60,1,0,0
"Mizoram","29/03/20",60,1,0,0
"Odisha","29/03/20",60,3,0,0
"Puducherry","29/03/20",60,1,0,0
"Punjab","29/03/20",60,38,1,1
"Rajasthan","29/03/20",60,55,3,0
"Tamil Nadu","29/03/20",60,49,4,1
"Telengana","29/03/20",60,66,1,1
"Uttarakhand","29/03/20",60,7,2,0
"Uttar Pradesh","29/03/20",60,65,11,0
"West Bengal","29/03/20",60,18,0,1
"Andhra Pradesh","30/03/20",61,19,1,0
"Andaman and Nicobar Islands","30/03/20",61,9,0,0
"Bihar","30/03/20",61,11,0,1
"Chandigarh","30/03/20",61,8,0,0
"Chhattisgarh","30/03/20",61,7,0,0
"Delhi","30/03/20",61,53,6,2
"Goa","30/03/20",61,5,0,0
"Gujarat","30/03/20",61,58,1,5
"Haryana","30/03/20",61,33,17,0
"Himachal Pradesh","30/03/20",61,3,0,1
"Jammu and Kashmir","30/03/20",61,31,1,2
"Karnataka","30/03/20",61,80,5,3
"Kerala","30/03/20",61,194,19,1
"Ladakh","30/03/20",61,13,3,0
"Madhya Pradesh","30/03/20",61,33,0,2
"Maharashtra","30/03/20",61,193,25,8
"Manipur","30/03/20",61,1,0,0
"Mizoram","30/03/20",61,1,0,0
"Odisha","30/03/20",61,3,0,0
"Puducherry","30/03/20",61,1,0,0
"Punjab","30/03/20",61,38,1,1
"Rajasthan","30/03/20",61,57,3,0
"Tamil Nadu","30/03/20",61,50,4,1
"Telengana","30/03/20",61,69,1,1
"Uttarakhand","30/03/20",61,7,2,0
"Uttar Pradesh","30/03/20",61,75,11,0
"West Bengal","30/03/20",61,19,0,1
