"State","Date","Day","Confirmed.Indians","Confirmed.Foreigners","Total.Confirmed","Deaths","Recovered","Active.Cases","Closed.Cases","Death.Rate"
"Rajasthan","01/03/2020",31,0,0,0,0,0,0,0,0
"Tamil Nadu","01/03/2020",31,0,0,0,0,0,0,0,0
"Telengana","01/03/2020",31,0,0,0,0,0,0,0,0
"Uttar Pradesh","01/03/2020",31,0,0,0,0,0,0,0,0
"Uttarakhand","01/03/2020",31,0,0,0,0,0,0,0,0
"West Bengal","01/03/2020",31,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","02/03/2020",32,0,0,0,0,0,0,0,0
"Andhra Pradesh","02/03/2020",32,0,0,0,0,0,0,0,0
"Bihar","02/03/2020",32,0,0,0,0,0,0,0,0
"Chandigarh","02/03/2020",32,0,0,0,0,0,0,0,0
"Chhattisgarh","02/03/2020",32,0,0,0,0,0,0,0,0
"Delhi","02/03/2020",32,0,0,0,0,0,0,0,0
"Goa","02/03/2020",32,0,0,0,0,0,0,0,0
"Gujarat","02/03/2020",32,0,0,0,0,0,0,0,0
"Haryana","02/03/2020",32,0,0,0,0,0,0,0,0
"Himachal Pradesh","02/03/2020",32,0,0,0,0,0,0,0,0
"Jammu and Kashmir","02/03/2020",32,0,0,0,0,0,0,0,0
"Karnataka","02/03/2020",32,0,0,0,0,0,0,0,0
"Kerala","02/03/2020",32,3,0,3,0,0,3,0,0
"Ladakh","02/03/2020",32,0,0,0,0,0,0,0,0
"Madhya Pradesh","02/03/2020",32,0,0,0,0,0,0,0,0
"Maharashtra","02/03/2020",32,0,0,0,0,0,0,0,0
"Manipur","02/03/2020",32,0,0,0,0,0,0,0,0
"Mizoram","02/03/2020",32,0,0,0,0,0,0,0,0
"Odisha","02/03/2020",32,0,0,0,0,0,0,0,0
"Puducherry","02/03/2020",32,0,0,0,0,0,0,0,0
"Punjab","02/03/2020",32,0,0,0,0,0,0,0,0
"Rajasthan","02/03/2020",32,0,0,0,0,0,0,0,0
"Tamil Nadu","02/03/2020",32,0,0,0,0,0,0,0,0
"Telengana","02/03/2020",32,0,0,0,0,0,0,0,0
"Uttar Pradesh","02/03/2020",32,0,0,0,0,0,0,0,0
"Uttarakhand","02/03/2020",32,0,0,0,0,0,0,0,0
"West Bengal","02/03/2020",32,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","03/03/2020",33,0,0,0,0,0,0,0,0
"Andhra Pradesh","03/03/2020",33,0,0,0,0,0,0,0,0
"Bihar","03/03/2020",33,0,0,0,0,0,0,0,0
"Chandigarh","03/03/2020",33,0,0,0,0,0,0,0,0
"Chhattisgarh","03/03/2020",33,0,0,0,0,0,0,0,0
"Delhi","03/03/2020",33,1,0,1,0,0,1,0,0
"Goa","03/03/2020",33,0,0,0,0,0,0,0,0
"Gujarat","03/03/2020",33,0,0,0,0,0,0,0,0
"Haryana","03/03/2020",33,0,0,0,0,0,0,0,0
"Himachal Pradesh","03/03/2020",33,0,0,0,0,0,0,0,0
"Jammu and Kashmir","03/03/2020",33,0,0,0,0,0,0,0,0
"Karnataka","03/03/2020",33,0,0,0,0,0,0,0,0
"Kerala","03/03/2020",33,3,0,3,0,0,3,0,0
"Ladakh","03/03/2020",33,0,0,0,0,0,0,0,0
"Madhya Pradesh","03/03/2020",33,0,0,0,0,0,0,0,0
"Maharashtra","03/03/2020",33,0,0,0,0,0,0,0,0
"Manipur","03/03/2020",33,0,0,0,0,0,0,0,0
"Mizoram","03/03/2020",33,0,0,0,0,0,0,0,0
"Odisha","03/03/2020",33,0,0,0,0,0,0,0,0
"Puducherry","03/03/2020",33,0,0,0,0,0,0,0,0
"Punjab","03/03/2020",33,0,0,0,0,0,0,0,0
"Rajasthan","03/03/2020",33,0,0,0,0,0,0,0,0
"Tamil Nadu","03/03/2020",33,0,0,0,0,0,0,0,0
"Telengana","03/03/2020",33,1,0,1,0,0,1,0,0
"Uttar Pradesh","03/03/2020",33,0,0,0,0,0,0,0,0
"Uttarakhand","03/03/2020",33,0,0,0,0,0,0,0,0
"West Bengal","03/03/2020",33,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","04/03/2020",34,0,0,0,0,0,0,0,0
"Andhra Pradesh","04/03/2020",34,0,0,0,0,0,0,0,0
"Bihar","04/03/2020",34,0,0,0,0,0,0,0,0
"Chandigarh","04/03/2020",34,0,0,0,0,0,0,0,0
"Chhattisgarh","04/03/2020",34,0,0,0,0,0,0,0,0
"Delhi","04/03/2020",34,1,0,1,0,0,1,0,0
"Goa","04/03/2020",34,0,0,0,0,0,0,0,0
"Gujarat","04/03/2020",34,0,0,0,0,0,0,0,0
"Haryana","04/03/2020",34,0,0,0,0,0,0,0,0
"Himachal Pradesh","04/03/2020",34,0,0,0,0,0,0,0,0
"Jammu and Kashmir","04/03/2020",34,0,0,0,0,0,0,0,0
"Karnataka","04/03/2020",34,0,0,0,0,0,0,0,0
"Kerala","04/03/2020",34,3,0,3,0,3,0,3,0
"Ladakh","04/03/2020",34,0,0,0,0,0,0,0,0
"Madhya Pradesh","04/03/2020",34,0,0,0,0,0,0,0,0
"Maharashtra","04/03/2020",34,0,0,0,0,0,0,0,0
"Manipur","04/03/2020",34,0,0,0,0,0,0,0,0
"Mizoram","04/03/2020",34,0,0,0,0,0,0,0,0
"Odisha","04/03/2020",34,0,0,0,0,0,0,0,0
"Puducherry","04/03/2020",34,0,0,0,0,0,0,0,0
"Punjab","04/03/2020",34,0,0,0,0,0,0,0,0
"Rajasthan","04/03/2020",34,0,1,1,0,0,1,0,0
"Tamil Nadu","04/03/2020",34,0,0,0,0,0,0,0,0
"Telengana","04/03/2020",34,1,0,1,0,0,1,0,0
"Uttar Pradesh","04/03/2020",34,0,0,0,0,0,0,0,0
"Uttarakhand","04/03/2020",34,0,0,0,0,0,0,0,0
"West Bengal","04/03/2020",34,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","05/03/2020",35,0,0,0,0,0,0,0,0
"Andhra Pradesh","05/03/2020",35,0,0,0,0,0,0,0,0
"Bihar","05/03/2020",35,0,0,0,0,0,0,0,0
"Chandigarh","05/03/2020",35,0,0,0,0,0,0,0,0
"Chhattisgarh","05/03/2020",35,0,0,0,0,0,0,0,0
"Delhi","05/03/2020",35,1,0,1,0,0,1,0,0
"Goa","05/03/2020",35,0,0,0,0,0,0,0,0
"Gujarat","05/03/2020",35,0,0,0,0,0,0,0,0
"Haryana","05/03/2020",35,0,2,2,0,0,2,0,0
"Himachal Pradesh","05/03/2020",35,0,0,0,0,0,0,0,0
"Jammu and Kashmir","05/03/2020",35,0,0,0,0,0,0,0,0
"Karnataka","05/03/2020",35,0,0,0,0,0,0,0,0
"Kerala","05/03/2020",35,3,0,3,0,3,0,3,0
"Ladakh","05/03/2020",35,0,0,0,0,0,0,0,0
"Madhya Pradesh","05/03/2020",35,0,0,0,0,0,0,0,0
"Maharashtra","05/03/2020",35,0,0,0,0,0,0,0,0
"Manipur","05/03/2020",35,0,0,0,0,0,0,0,0
"Mizoram","05/03/2020",35,0,0,0,0,0,0,0,0
"Odisha","05/03/2020",35,0,0,0,0,0,0,0,0
"Puducherry","05/03/2020",35,0,0,0,0,0,0,0,0
"Punjab","05/03/2020",35,0,0,0,0,0,0,0,0
"Rajasthan","05/03/2020",35,1,14,15,0,0,15,0,0
"Tamil Nadu","05/03/2020",35,0,0,0,0,0,0,0,0
"Telengana","05/03/2020",35,1,0,1,0,0,1,0,0
"Uttar Pradesh","05/03/2020",35,6,0,6,0,0,6,0,0
"Uttarakhand","05/03/2020",35,0,0,0,0,0,0,0,0
"West Bengal","05/03/2020",35,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","06/03/2020",36,0,0,0,0,0,0,0,0
"Andhra Pradesh","06/03/2020",36,0,0,0,0,0,0,0,0
"Bihar","06/03/2020",36,0,0,0,0,0,0,0,0
"Chandigarh","06/03/2020",36,0,0,0,0,0,0,0,0
"Chhattisgarh","06/03/2020",36,0,0,0,0,0,0,0,0
"Delhi","06/03/2020",36,2,0,2,0,0,2,0,0
"Goa","06/03/2020",36,0,0,0,0,0,0,0,0
"Gujarat","06/03/2020",36,0,0,0,0,0,0,0,0
"Haryana","06/03/2020",36,0,2,2,0,0,2,0,0
"Himachal Pradesh","06/03/2020",36,0,0,0,0,0,0,0,0
"Jammu and Kashmir","06/03/2020",36,0,0,0,0,0,0,0,0
"Karnataka","06/03/2020",36,0,0,0,0,0,0,0,0
"Kerala","06/03/2020",36,3,0,3,0,3,0,3,0
"Ladakh","06/03/2020",36,0,0,0,0,0,0,0,0
"Madhya Pradesh","06/03/2020",36,0,0,0,0,0,0,0,0
"Maharashtra","06/03/2020",36,0,0,0,0,0,0,0,0
"Manipur","06/03/2020",36,0,0,0,0,0,0,0,0
"Mizoram","06/03/2020",36,0,0,0,0,0,0,0,0
"Odisha","06/03/2020",36,0,0,0,0,0,0,0,0
"Puducherry","06/03/2020",36,0,0,0,0,0,0,0,0
"Punjab","06/03/2020",36,0,0,0,0,0,0,0,0
"Rajasthan","06/03/2020",36,1,14,15,0,0,15,0,0
"Tamil Nadu","06/03/2020",36,0,0,0,0,0,0,0,0
"Telengana","06/03/2020",36,1,0,1,0,0,1,0,0
"Uttar Pradesh","06/03/2020",36,7,0,7,0,0,7,0,0
"Uttarakhand","06/03/2020",36,0,0,0,0,0,0,0,0
"West Bengal","06/03/2020",36,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","07/03/2020",37,0,0,0,0,0,0,0,0
"Andhra Pradesh","07/03/2020",37,0,0,0,0,0,0,0,0
"Bihar","07/03/2020",37,0,0,0,0,0,0,0,0
"Chandigarh","07/03/2020",37,0,0,0,0,0,0,0,0
"Chhattisgarh","07/03/2020",37,0,0,0,0,0,0,0,0
"Delhi","07/03/2020",37,3,0,3,0,0,3,0,0
"Goa","07/03/2020",37,0,0,0,0,0,0,0,0
"Gujarat","07/03/2020",37,0,0,0,0,0,0,0,0
"Haryana","07/03/2020",37,0,2,2,0,0,2,0,0
"Himachal Pradesh","07/03/2020",37,0,0,0,0,0,0,0,0
"Jammu and Kashmir","07/03/2020",37,0,0,0,0,0,0,0,0
"Karnataka","07/03/2020",37,0,0,0,0,0,0,0,0
"Kerala","07/03/2020",37,3,0,3,0,3,0,3,0
"Ladakh","07/03/2020",37,0,0,0,0,0,0,0,0
"Madhya Pradesh","07/03/2020",37,0,0,0,0,0,0,0,0
"Maharashtra","07/03/2020",37,0,0,0,0,0,0,0,0
"Manipur","07/03/2020",37,0,0,0,0,0,0,0,0
"Mizoram","07/03/2020",37,0,0,0,0,0,0,0,0
"Odisha","07/03/2020",37,0,0,0,0,0,0,0,0
"Puducherry","07/03/2020",37,0,0,0,0,0,0,0,0
"Punjab","07/03/2020",37,0,0,0,0,0,0,0,0
"Rajasthan","07/03/2020",37,1,14,15,0,0,15,0,0
"Tamil Nadu","07/03/2020",37,0,0,0,0,0,0,0,0
"Telengana","07/03/2020",37,1,0,1,0,0,1,0,0
"Uttar Pradesh","07/03/2020",37,7,0,7,0,0,7,0,0
"Uttarakhand","07/03/2020",37,0,0,0,0,0,0,0,0
"West Bengal","07/03/2020",37,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","08/03/2020",38,0,0,0,0,0,0,0,0
"Andhra Pradesh","08/03/2020",38,0,0,0,0,0,0,0,0
"Bihar","08/03/2020",38,0,0,0,0,0,0,0,0
"Chandigarh","08/03/2020",38,0,0,0,0,0,0,0,0
"Chhattisgarh","08/03/2020",38,0,0,0,0,0,0,0,0
"Delhi","08/03/2020",38,3,0,3,0,0,3,0,0
"Goa","08/03/2020",38,0,0,0,0,0,0,0,0
"Gujarat","08/03/2020",38,0,0,0,0,0,0,0,0
"Haryana","08/03/2020",38,0,2,2,0,0,2,0,0
"Himachal Pradesh","08/03/2020",38,0,0,0,0,0,0,0,0
"Jammu and Kashmir","08/03/2020",38,0,0,0,0,0,0,0,0
"Karnataka","08/03/2020",38,0,0,0,0,0,0,0,0
"Kerala","08/03/2020",38,3,0,3,0,3,0,3,0
"Ladakh","08/03/2020",38,2,0,2,0,0,2,0,0
"Madhya Pradesh","08/03/2020",38,0,0,0,0,0,0,0,0
"Maharashtra","08/03/2020",38,0,0,0,0,0,0,0,0
"Manipur","08/03/2020",38,0,0,0,0,0,0,0,0
"Mizoram","08/03/2020",38,0,0,0,0,0,0,0,0
"Odisha","08/03/2020",38,0,0,0,0,0,0,0,0
"Puducherry","08/03/2020",38,0,0,0,0,0,0,0,0
"Punjab","08/03/2020",38,0,0,0,0,0,0,0,0
"Rajasthan","08/03/2020",38,1,14,15,0,0,15,0,0
"Tamil Nadu","08/03/2020",38,1,0,1,0,0,1,0,0
"Telengana","08/03/2020",38,1,0,1,0,0,1,0,0
"Uttar Pradesh","08/03/2020",38,7,0,7,0,0,7,0,0
"Uttarakhand","08/03/2020",38,0,0,0,0,0,0,0,0
"West Bengal","08/03/2020",38,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","09/03/2020",39,0,0,0,0,0,0,0,0
"Andhra Pradesh","09/03/2020",39,0,0,0,0,0,0,0,0
"Bihar","09/03/2020",39,0,0,0,0,0,0,0,0
"Chandigarh","09/03/2020",39,0,0,0,0,0,0,0,0
"Chhattisgarh","09/03/2020",39,0,0,0,0,0,0,0,0
"Delhi","09/03/2020",39,3,0,3,0,0,3,0,0
"Goa","09/03/2020",39,0,0,0,0,0,0,0,0
"Gujarat","09/03/2020",39,0,0,0,0,0,0,0,0
"Haryana","09/03/2020",39,0,2,2,0,0,2,0,0
"Himachal Pradesh","09/03/2020",39,0,0,0,0,0,0,0,0
"Jammu and Kashmir","09/03/2020",39,0,0,0,0,0,0,0,0
"Karnataka","09/03/2020",39,0,0,0,0,0,0,0,0
"Kerala","09/03/2020",39,8,0,8,0,3,5,3,0
"Ladakh","09/03/2020",39,2,0,2,0,0,2,0,0
"Madhya Pradesh","09/03/2020",39,0,0,0,0,0,0,0,0
"Maharashtra","09/03/2020",39,0,0,0,0,0,0,0,0
"Manipur","09/03/2020",39,0,0,0,0,0,0,0,0
"Mizoram","09/03/2020",39,0,0,0,0,0,0,0,0
"Odisha","09/03/2020",39,0,0,0,0,0,0,0,0
"Puducherry","09/03/2020",39,0,0,0,0,0,0,0,0
"Punjab","09/03/2020",39,0,0,0,0,0,0,0,0
"Rajasthan","09/03/2020",39,1,14,15,0,0,15,0,0
"Tamil Nadu","09/03/2020",39,1,0,1,0,0,1,0,0
"Telengana","09/03/2020",39,1,0,1,0,0,1,0,0
"Uttar Pradesh","09/03/2020",39,7,0,7,0,0,7,0,0
"Uttarakhand","09/03/2020",39,0,0,0,0,0,0,0,0
"West Bengal","09/03/2020",39,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","10/03/2020",40,0,0,0,0,0,0,0,0
"Andhra Pradesh","10/03/2020",40,0,0,0,0,0,0,0,0
"Bihar","10/03/2020",40,0,0,0,0,0,0,0,0
"Chandigarh","10/03/2020",40,0,0,0,0,0,0,0,0
"Chhattisgarh","10/03/2020",40,0,0,0,0,0,0,0,0
"Delhi","10/03/2020",40,4,0,4,0,0,4,0,0
"Goa","10/03/2020",40,0,0,0,0,0,0,0,0
"Gujarat","10/03/2020",40,0,0,0,0,0,0,0,0
"Haryana","10/03/2020",40,0,2,2,0,0,2,0,0
"Himachal Pradesh","10/03/2020",40,0,0,0,0,0,0,0,0
"Jammu and Kashmir","10/03/2020",40,1,0,1,0,0,1,0,0
"Karnataka","10/03/2020",40,1,0,1,0,0,1,0,0
"Kerala","10/03/2020",40,9,0,9,0,3,6,3,0
"Ladakh","10/03/2020",40,2,0,2,0,0,2,0,0
"Madhya Pradesh","10/03/2020",40,0,0,0,0,0,0,0,0
"Maharashtra","10/03/2020",40,2,0,2,0,0,2,0,0
"Manipur","10/03/2020",40,0,0,0,0,0,0,0,0
"Mizoram","10/03/2020",40,0,0,0,0,0,0,0,0
"Odisha","10/03/2020",40,0,0,0,0,0,0,0,0
"Puducherry","10/03/2020",40,0,0,0,0,0,0,0,0
"Punjab","10/03/2020",40,1,0,1,0,0,1,0,0
"Rajasthan","10/03/2020",40,1,14,15,0,0,15,0,0
"Tamil Nadu","10/03/2020",40,1,0,1,0,0,1,0,0
"Telengana","10/03/2020",40,1,0,1,0,0,1,0,0
"Uttar Pradesh","10/03/2020",40,7,0,7,0,0,7,0,0
"Uttarakhand","10/03/2020",40,0,0,0,0,0,0,0,0
"West Bengal","10/03/2020",40,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","11/03/2020",41,0,0,0,0,0,0,0,0
"Andhra Pradesh","11/03/2020",41,0,0,0,0,0,0,0,0
"Bihar","11/03/2020",41,0,0,0,0,0,0,0,0
"Chandigarh","11/03/2020",41,0,0,0,0,0,0,0,0
"Chhattisgarh","11/03/2020",41,0,0,0,0,0,0,0,0
"Delhi","11/03/2020",41,4,0,4,0,0,4,0,0
"Goa","11/03/2020",41,0,0,0,0,0,0,0,0
"Gujarat","11/03/2020",41,0,0,0,0,0,0,0,0
"Haryana","11/03/2020",41,0,2,2,0,0,2,0,0
"Himachal Pradesh","11/03/2020",41,0,0,0,0,0,0,0,0
"Jammu and Kashmir","11/03/2020",41,1,0,1,0,0,1,0,0
"Karnataka","11/03/2020",41,4,0,4,0,0,4,0,0
"Kerala","11/03/2020",41,15,0,15,0,3,12,3,0
"Ladakh","11/03/2020",41,2,0,2,0,0,2,0,0
"Madhya Pradesh","11/03/2020",41,0,0,0,0,0,0,0,0
"Maharashtra","11/03/2020",41,5,0,5,0,0,5,0,0
"Manipur","11/03/2020",41,0,0,0,0,0,0,0,0
"Mizoram","11/03/2020",41,0,0,0,0,0,0,0,0
"Odisha","11/03/2020",41,0,0,0,0,0,0,0,0
"Puducherry","11/03/2020",41,0,0,0,0,0,0,0,0
"Punjab","11/03/2020",41,1,0,1,0,0,1,0,0
"Rajasthan","11/03/2020",41,1,14,15,0,0,15,0,0
"Tamil Nadu","11/03/2020",41,1,0,1,0,0,1,0,0
"Telengana","11/03/2020",41,1,0,1,0,0,1,0,0
"Uttar Pradesh","11/03/2020",41,7,0,7,0,0,7,0,0
"Uttarakhand","11/03/2020",41,0,0,0,0,0,0,0,0
"West Bengal","11/03/2020",41,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","12/03/2020",42,0,0,0,0,0,0,0,0
"Andhra Pradesh","12/03/2020",42,0,0,0,0,0,0,0,0
"Bihar","12/03/2020",42,0,0,0,0,0,0,0,0
"Chandigarh","12/03/2020",42,0,0,0,0,0,0,0,0
"Chhattisgarh","12/03/2020",42,0,0,0,0,0,0,0,0
"Delhi","12/03/2020",42,5,0,5,0,0,5,0,0
"Goa","12/03/2020",42,0,0,0,0,0,0,0,0
"Gujarat","12/03/2020",42,0,0,0,0,0,0,0,0
"Haryana","12/03/2020",42,0,14,14,0,0,14,0,0
"Himachal Pradesh","12/03/2020",42,0,0,0,0,0,0,0,0
"Jammu and Kashmir","12/03/2020",42,1,0,1,0,0,1,0,0
"Karnataka","12/03/2020",42,4,0,4,0,0,4,0,0
"Kerala","12/03/2020",42,17,0,17,0,3,14,3,0
"Ladakh","12/03/2020",42,2,0,2,0,0,2,0,0
"Madhya Pradesh","12/03/2020",42,0,0,0,0,0,0,0,0
"Maharashtra","12/03/2020",42,2,0,2,0,0,2,0,0
"Manipur","12/03/2020",42,0,0,0,0,0,0,0,0
"Mizoram","12/03/2020",42,0,0,0,0,0,0,0,0
"Odisha","12/03/2020",42,0,0,0,0,0,0,0,0
"Puducherry","12/03/2020",42,0,0,0,0,0,0,0,0
"Punjab","12/03/2020",42,1,0,1,0,0,1,0,0
"Rajasthan","12/03/2020",42,1,2,3,0,0,3,0,0
"Tamil Nadu","12/03/2020",42,1,0,1,0,0,1,0,0
"Telengana","12/03/2020",42,1,0,1,0,0,1,0,0
"Uttar Pradesh","12/03/2020",42,9,0,9,0,0,9,0,0
"Uttarakhand","12/03/2020",42,0,0,0,0,0,0,0,0
"West Bengal","12/03/2020",42,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","13/03/2020",43,0,0,0,0,0,0,0,0
"Andhra Pradesh","13/03/2020",43,1,0,1,0,0,1,0,0
"Bihar","13/03/2020",43,0,0,0,0,0,0,0,0
"Chandigarh","13/03/2020",43,0,0,0,0,0,0,0,0
"Chhattisgarh","13/03/2020",43,0,0,0,0,0,0,0,0
"Delhi","13/03/2020",43,6,0,6,0,0,6,0,0
"Goa","13/03/2020",43,0,0,0,0,0,0,0,0
"Gujarat","13/03/2020",43,0,0,0,0,0,0,0,0
"Haryana","13/03/2020",43,0,14,14,0,0,14,0,0
"Himachal Pradesh","13/03/2020",43,0,0,0,0,0,0,0,0
"Jammu and Kashmir","13/03/2020",43,1,0,1,0,0,1,0,0
"Karnataka","13/03/2020",43,4,0,4,0,0,4,0,0
"Kerala","13/03/2020",43,17,0,17,0,3,14,3,0
"Ladakh","13/03/2020",43,3,0,3,0,0,3,0,0
"Madhya Pradesh","13/03/2020",43,0,0,0,0,0,0,0,0
"Maharashtra","13/03/2020",43,11,0,11,0,0,11,0,0
"Manipur","13/03/2020",43,0,0,0,0,0,0,0,0
"Mizoram","13/03/2020",43,0,0,0,0,0,0,0,0
"Odisha","13/03/2020",43,0,0,0,0,0,0,0,0
"Puducherry","13/03/2020",43,0,0,0,0,0,0,0,0
"Punjab","13/03/2020",43,1,0,1,0,0,1,0,0
"Rajasthan","13/03/2020",43,1,2,3,0,0,3,0,0
"Tamil Nadu","13/03/2020",43,1,0,1,0,0,1,0,0
"Telengana","13/03/2020",43,1,0,1,0,0,1,0,0
"Uttar Pradesh","13/03/2020",43,10,1,11,0,0,11,0,0
"Uttarakhand","13/03/2020",43,0,0,0,0,0,0,0,0
"West Bengal","13/03/2020",43,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","14/03/2020",44,0,0,0,0,0,0,0,0
"Andhra Pradesh","14/03/2020",44,1,0,1,0,0,1,0,0
"Bihar","14/03/2020",44,0,0,0,0,0,0,0,0
"Chandigarh","14/03/2020",44,0,0,0,0,0,0,0,0
"Chhattisgarh","14/03/2020",44,0,0,0,0,0,0,0,0
"Delhi","14/03/2020",44,6,0,6,0,0,6,0,0
"Goa","14/03/2020",44,0,0,0,0,0,0,0,0
"Gujarat","14/03/2020",44,0,0,0,0,0,0,0,0
"Haryana","14/03/2020",44,0,14,14,0,0,14,0,0
"Himachal Pradesh","14/03/2020",44,0,0,0,0,0,0,0,0
"Jammu and Kashmir","14/03/2020",44,1,0,1,0,0,1,0,0
"Karnataka","14/03/2020",44,6,0,6,1,0,5,1,16.67
"Kerala","14/03/2020",44,19,0,19,0,3,16,3,0
"Ladakh","14/03/2020",44,3,0,3,0,0,3,0,0
"Madhya Pradesh","14/03/2020",44,0,0,0,0,0,0,0,0
"Maharashtra","14/03/2020",44,14,0,14,0,0,14,0,0
"Manipur","14/03/2020",44,0,0,0,0,0,0,0,0
"Mizoram","14/03/2020",44,0,0,0,0,0,0,0,0
"Odisha","14/03/2020",44,0,0,0,0,0,0,0,0
"Puducherry","14/03/2020",44,0,0,0,0,0,0,0,0
"Punjab","14/03/2020",44,1,0,1,0,0,1,0,0
"Rajasthan","14/03/2020",44,1,2,3,0,0,3,0,0
"Tamil Nadu","14/03/2020",44,1,0,1,0,0,1,0,0
"Telengana","14/03/2020",44,1,0,1,0,0,1,0,0
"Uttar Pradesh","14/03/2020",44,10,1,11,0,0,11,0,0
"Uttarakhand","14/03/2020",44,0,0,0,0,0,0,0,0
"West Bengal","14/03/2020",44,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","15/03/2020",45,0,0,0,0,0,0,0,0
"Andhra Pradesh","15/03/2020",45,1,0,1,0,0,1,0,0
"Bihar","15/03/2020",45,0,0,0,0,0,0,0,0
"Chandigarh","15/03/2020",45,0,0,0,0,0,0,0,0
"Chhattisgarh","15/03/2020",45,0,0,0,0,0,0,0,0
"Delhi","15/03/2020",45,7,0,7,1,1,5,2,14.29
"Goa","15/03/2020",45,0,0,0,0,0,0,0,0
"Gujarat","15/03/2020",45,0,0,0,0,0,0,0,0
"Haryana","15/03/2020",45,0,14,14,0,0,14,0,0
"Himachal Pradesh","15/03/2020",45,0,0,0,0,0,0,0,0
"Jammu and Kashmir","15/03/2020",45,2,0,2,0,0,2,0,0
"Karnataka","15/03/2020",45,6,0,6,1,0,5,1,16.67
"Kerala","15/03/2020",45,19,0,19,0,3,16,3,0
"Ladakh","15/03/2020",45,3,0,3,0,0,3,0,0
"Madhya Pradesh","15/03/2020",45,0,0,0,0,0,0,0,0
"Maharashtra","15/03/2020",45,14,0,14,0,0,14,0,0
"Manipur","15/03/2020",45,0,0,0,0,0,0,0,0
"Mizoram","15/03/2020",45,0,0,0,0,0,0,0,0
"Odisha","15/03/2020",45,0,0,0,0,0,0,0,0
"Puducherry","15/03/2020",45,0,0,0,0,0,0,0,0
"Punjab","15/03/2020",45,1,0,1,0,0,1,0,0
"Rajasthan","15/03/2020",45,1,2,3,0,1,2,1,0
"Tamil Nadu","15/03/2020",45,1,0,1,0,0,1,0,0
"Telengana","15/03/2020",45,1,0,1,0,0,1,0,0
"Uttar Pradesh","15/03/2020",45,11,1,12,0,5,7,5,0
"Uttarakhand","15/03/2020",45,0,0,0,0,0,0,0,0
"West Bengal","15/03/2020",45,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","16/03/2020",46,0,0,0,0,0,0,0,0
"Andhra Pradesh","16/03/2020",46,1,0,1,0,0,1,0,0
"Bihar","16/03/2020",46,0,0,0,0,0,0,0,0
"Chandigarh","16/03/2020",46,0,0,0,0,0,0,0,0
"Chhattisgarh","16/03/2020",46,0,0,0,0,0,0,0,0
"Delhi","16/03/2020",46,7,0,7,1,2,4,3,14.29
"Goa","16/03/2020",46,0,0,0,0,0,0,0,0
"Gujarat","16/03/2020",46,0,0,0,0,0,0,0,0
"Haryana","16/03/2020",46,0,14,14,0,0,14,0,0
"Himachal Pradesh","16/03/2020",46,0,0,0,0,0,0,0,0
"Jammu and Kashmir","16/03/2020",46,2,0,2,0,0,2,0,0
"Karnataka","16/03/2020",46,6,0,6,1,0,5,1,16.67
"Kerala","16/03/2020",46,22,0,22,0,3,19,3,0
"Ladakh","16/03/2020",46,3,0,3,0,0,3,0,0
"Madhya Pradesh","16/03/2020",46,0,0,0,0,0,0,0,0
"Maharashtra","16/03/2020",46,32,0,32,0,0,32,0,0
"Manipur","16/03/2020",46,0,0,0,0,0,0,0,0
"Mizoram","16/03/2020",46,0,0,0,0,0,0,0,0
"Odisha","16/03/2020",46,0,0,0,0,0,0,0,0
"Puducherry","16/03/2020",46,0,0,0,0,0,0,0,0
"Punjab","16/03/2020",46,1,0,1,0,0,1,0,0
"Rajasthan","16/03/2020",46,2,2,4,0,3,1,3,0
"Tamil Nadu","16/03/2020",46,1,0,1,0,0,1,0,0
"Telengana","16/03/2020",46,3,0,3,0,1,2,1,0
"Uttar Pradesh","16/03/2020",46,12,1,13,0,4,9,4,0
"Uttarakhand","16/03/2020",46,1,0,1,0,0,1,0,0
"West Bengal","16/03/2020",46,0,0,0,0,0,0,0,0
"Andaman and Nicobar Islands","17/03/2020",47,0,0,0,0,0,0,0,0
"Andhra Pradesh","17/03/2020",47,1,0,1,0,0,1,0,0
"Bihar","17/03/2020",47,0,0,0,0,0,0,0,0
"Chandigarh","17/03/2020",47,0,0,0,0,0,0,0,0
"Chhattisgarh","17/03/2020",47,0,0,0,0,0,0,0,0
"Delhi","17/03/2020",47,7,0,7,1,2,4,3,14.29
"Goa","17/03/2020",47,0,0,0,0,0,0,0,0
"Gujarat","17/03/2020",47,0,0,0,0,0,0,0,0
"Haryana","17/03/2020",47,0,14,14,0,0,14,0,0
